question,choices,subject,answer
ایک آاسوٹوپ تیار ہونے کے بعد تین آدھی زندگی،,آاسوٹوپ کا 25٪ باقی ہے۔|آاسوٹوپ کا 25 فیصد سڑ گیا۔|آاسوٹوپ کا 12.5% ​​باقی ہے۔|آاسوٹوپ کا 12.5 فیصد سڑ گیا۔,high_school_chemistry,2
ہائپوکلورس ایسڈ ایک غیر مستحکم مرکب ہے، اور سڑنے والی مصنوعات میں سے ایک کلورین گیس، Cl2 ہے۔ تیزاب کا گلنا وقت کے ساتھ ساتھ اس کی حراستی کو کم کرتا ہے۔ معیاری سوڈیم ہائیڈرو آکسائیڈ کے ساتھ ٹائٹریشن کے دوران ٹائٹریشن کے اختتامی نقطہ اور مساوی نقطہ کے درمیان ہونے والے معاہدے پر تیزاب کے ایک چوتھائی حصے کے گلنے کا کیا اثر پڑے گا؟,اختتامی نقطہ اب بھی مثالی مساوی نقطہ کے قریب ہی رہے گا۔|اختتامی نقطہ مثالی مساوی نقطہ کے بعد ہوگا۔|اختتامی نقطہ مثالی مساوی نقطہ سے پہلے ہوگا۔|اس کا تعین کرنا ناممکن ہے۔,high_school_chemistry,2
CH3CHBrCHClCH2CH3 کا نام ہے۔,"dibromotrichloropropane|dibromo trichloropentane|2-برومو، 3-کلوروپینٹین|2,3-برومو کلوروپینٹین",high_school_chemistry,2
کن حالات میں ایک حقیقی گیس ایک مثالی گیس کے طور پر سب سے زیادہ قریب سے برتاؤ کرے گی؟,اعلی درجہ حرارت اور ہائی پریشر|اعلی درجہ حرارت اور کم دباؤ|اعلی حجم اور اعلی درجہ حرارت|کم درجہ حرارت اور کم دباؤ,high_school_chemistry,1
52Cr کے ایٹم میں کتنے الیکٹران، نیوٹران اور پروٹون ہوتے ہیں؟,24 الیکٹران، 24 پروٹون، 24 نیوٹران|27 الیکٹران، 27 پروٹون، 24 نیوٹران|24 الیکٹران، 28 پروٹون، 24 نیوٹران|24 الیکٹران، 24 پروٹون، 28 نیوٹران,high_school_chemistry,3
S(s) + O2(g) → SO2(g),S کا ایک ایٹم O2 کے ایک مالیکیول کے ساتھ رد عمل ظاہر کرتا ہے تاکہ SO2 کا ایک مالیکیول پیدا ہو|سلفر ایٹموں کا ایک مول آکسیجن کے مالیکیولز کے ایک مول کے ساتھ رد عمل ظاہر کرتا ہے تاکہ سلفر ڈائی آکسائیڈ کے مالیکیول کا ایک مول پیدا ہو|یہ ردعمل تکمیل تک جاتا ہے|S(s) کو شامل کرنے سے توازن مستقل بدل جائے گا۔,high_school_chemistry,3
سلفر ڈائی آکسائیڈ ایک اتپریرک کی موجودگی میں سلفر ٹرائی آکسائیڈ بنانے کے لیے آکسیجن کے ساتھ رد عمل ظاہر کرتی ہے۔ ایک خاص درجہ حرارت پر توازن مستقل، Kp، 3.0 × 10^22 ہے۔ ایک 2.0 لیٹر فلاسک میں 0.789 atm Hg کا دباؤ پیدا کرنے کے لیے کافی SO3 شامل کیا گیا ہے۔ ردعمل کے توازن میں آنے کے بعد، O2 کا متوقع جزوی دباؤ ہوگا۔,2.88 × 10^-6 ٹور|3 × 10^-18 ملی میٹر Hg|1100 ملی میٹر Hg|1.32 × 10^-5 ٹور,high_school_chemistry,3
Cr کے ایٹم میں کتنے الیکٹران، نیوٹران اور پروٹون ہوتے ہیں؟,24 الیکٹران، 24 پروٹون، 24 نیوٹران|27 الیکٹران، 27 پروٹون، 24 نیوٹران|24 الیکٹران، 28 پروٹون، 24 نیوٹران|اس سوال کا جواب دینے کے لیے مزید معلومات درکار ہیں۔,high_school_chemistry,3
جب ایک مثالی گیس کو حرارتی طور پر پھیلنے کی اجازت دی جاتی ہے، تو درج ذیل میں سے کون سا سچ ہے؟,q = 0|w = 0|ای = 0|q = -w,high_school_chemistry,3
ایک مثالی حل ہے a,مرکب جہاں دو سالوینٹس کو تمام تناسب میں تحلیل کیا جاسکتا ہے۔|وہ مرکب جس میں انفرادی سالوینٹس جیسی جسمانی خصوصیات ہوں۔|وہ مرکب جہاں مرکب کی ممکنہ توانائی انفرادی سالوینٹس کی طرح ہے۔|مرکب جو بے رنگ ہے۔,high_school_chemistry,2
مندرجہ ذیل میں سے کون سا تمام بنیادوں کے لیے درست ہے؟,تمام اڈے حل میں OH-ion عطیہ کرتے ہیں۔|صرف مضبوط اڈے ہی حل بناتے ہیں جس میں OH-ion موجود ہوتے ہیں۔|محلول میں تحلیل ہونے پر صرف مضبوط اڈے ہی اچھے موصل ہوتے ہیں۔|کمزور اڈوں کے لیے، OH-ion کا ارتکاز محلول میں بیس کے ارتکاز سے زیادہ ہے۔,high_school_chemistry,2
پاؤلی اخراج کا اصول کہتا ہے۔,کوئی دو الیکٹران ایک جیسے چار کوانٹم نمبر نہیں رکھ سکتے|ایک ہی گھماؤ والے کوئی بھی دو الیکٹران مدار پر قبضہ نہیں کر سکتے|کوئی دو الیکٹران الگ الگ مدار پر قبضہ نہیں کر سکتے|اگر کوئی خالی مدار دستیاب ہو تو کوئی دو الیکٹران جوڑ نہیں سکتے,high_school_chemistry,0
جوزف پرسٹلی نے ٹھوس مرکری (II) آکسائیڈ، HgO سے آکسیجن گیس، O2، اور مائع پارے کی دھات، Hg کے گلنے سے آکسیجن گیس دریافت کی۔ جب 4.32 گرام ٹھوس پارا (II) آکسائیڈ گل جائے گا تو آکسیجن گیس کے کتنے مولز بنیں گے؟ مرکری (II) آکسائیڈ کا فارمولا ماس 216 g mol^-1 ہے۔,0.100 ملی لیٹر|0.0100 مول|0.0200 مول|0.0150 مول,high_school_chemistry,1
چار عناصر کے ایٹموں کی جانچ کی جاتی ہے: کاربن، نائٹروجن، نیین اور سلفر۔ کس عنصر کے ایٹموں کے فارمولے XF6 (جہاں X چار ایٹموں میں سے ایک ہے) کے ساتھ ساخت بنانے کا زیادہ امکان ہے؟,کاربن|نائٹروجن|نیین|سلفر,high_school_chemistry,3
کلورین گیس سب سے زیادہ آسانی سے رد عمل ظاہر کرتی ہے۔,ٹولین|ایتھیلین|ایتھانوک ایسڈ|ایتھین,high_school_chemistry,1
ایک ایسٹر رد عمل کے ذریعہ بنایا جاتا ہے۔,ایک امائن اور شراب|دو مختلف الکحل|ایک شراب اور ایک تیزاب|ایک تیزاب اور ایک بنیاد,high_school_chemistry,2
چار عناصر کے ایٹموں کی جانچ کی جاتی ہے: کاربن، نائٹروجن، نیین اور سلفر۔ کس عنصر میں فوٹو الیکٹران سپیکٹرا ہوگا جس میں سب سے کم آئنائزیشن توانائی کے ساتھ الیکٹران کی نمائندگی کرنے والی چوٹی دیگر تمام چوٹیوں سے تین گنا زیادہ ہوگی؟,کاربن|نائٹروجن|نیین|سلفر,high_school_chemistry,2
اگر 2.0 لیٹر کنٹینر میں 2.4 ماحول کے دباؤ پر گیس کو 0.80 ماحول کے دباؤ کے خلاف پھیلنے کی اجازت دی جائے تو اس میں کیا کام شامل ہے؟,-3.2 L atm|-9.62 L atm|-4.8 L atm|+14.4 L atm,high_school_chemistry,0
مندرجہ ذیل میں سے کس کا نام غلط ہے؟,CaCl2 کیلشیم کلورائیڈ|Fe(NO3)3 آئرن(III) نائٹریٹ|AlBr3 ایلومینیم ٹرائبرومائڈ|K2Cr2O7 پوٹاشیم ڈائکرومیٹ,high_school_chemistry,2
ریڈوکس رد عمل کی معیاری حالت میں شامل ہے۔,درجہ حرارت 25 ڈگری سینٹی گریڈ ہے۔|گھلنشیل پرجاتیوں کی تعداد 1 داڑھ ہے۔|گیسوں کا جزوی دباؤ 1 ماحول ہے۔|مندرجہ بالا سب سچ ہیں,high_school_chemistry,3
کیمیا دان اکثر ٹھوس اشیاء کی میکروسکوپک خصوصیات کو بنیادی خوردبینی ساخت سے منسوب کرتے ہیں۔ سلکان کاربائیڈ تقریباً ہیرے کی طرح سخت اور ٹوٹنے والا ہے۔ سلکان کاربائیڈ کی ٹھوس ریاست کی ساخت کو اکثر کے طور پر بیان کیا جاتا ہے۔,ایک سالماتی کرسٹل|ایک ہم آہنگی یا نیٹ ورک کرسٹل|ایک دھاتی کرسٹل|ایک آئنک کرسٹل,high_school_chemistry,1
آئن الیکٹران طریقہ استعمال کرتے ہوئے مندرجہ ذیل میں سے کس کو متوازن کرنے کی ضرورت ہو سکتی ہے؟,BaCl2 + Al2(SO4)3 → AlCl3 + BaSO4|H+ + OH- → H2O|NaOH + H3PO4 → Na2HPO4 + H2O|C2H2(g) + N2O(g) → CO2(g) + H2O(g) + N2(g),high_school_chemistry,3
250 ملی لیٹر محلول بنانے کے لیے کافی پانی میں 30.0 گرام Ni(NO3)2 کو تحلیل کرکے ایک محلول تیار کیا جاتا ہے۔ اس حل کی مولاٹی کیا ہے؟,0.496 داڑھ|0.656 mol/L|3.3 داڑھ|6.3 × 10^-3 داڑھ,high_school_chemistry,1
ایک کمزور بنیاد کے محلول کو معیاری مضبوط تیزاب کے محلول کے ساتھ ٹائٹریٹ کیا جاتا ہے۔ ٹائٹریشن کی پیشرفت پی ایچ میٹر کے ساتھ کی جاتی ہے۔ مندرجہ ذیل میں سے کون سا مشاہدہ ہوگا؟,ابتدائی طور پر، پی ایچ آہستہ آہستہ کم ہوتا ہے، پھر مساوی نقطہ پر 7 سے کم پی ایچ دینے کے لیے تیزی سے کمی ہوتی ہے۔|پورے تجربے میں محلول کا پی ایچ آہستہ آہستہ کم ہوتا جاتا ہے اور مساوی مقام پر پی ایچ 7 سے نیچے ہوتا ہے۔|ابتدائی طور پر، پی ایچ آہستہ آہستہ کم ہوتا ہے، پھر مساوی نقطہ پر 7 کے برابر pH دینے کے لیے تیزی سے کمی ہوتی ہے۔|ابتدائی طور پر، pH تیزی سے کم ہوتا ہے، پھر مساوی نقطہ تک بتدریج کمی واقع ہوتی ہے جہاں pOH بیس کے pKb کے برابر ہوتا ہے۔,high_school_chemistry,0
مائع کے 25 جی کے نمونے کو 95 ° C پر گرم کیا گیا اور پھر تیزی سے ایک موصل کنٹینر میں منتقل کیا گیا جس میں 26 ° C پر 100 گرام پانی موجود تھا۔ مرکب کا درجہ حرارت بڑھ کر 37 ° C کے آخری درجہ حرارت تک پہنچ گیا۔ مندرجہ ذیل میں سے کون سا نتیجہ اخذ کیا جا سکتا ہے؟,نمونے نے حاصل کردہ پانی سے زیادہ حرارت کی توانائی کھو دی کیونکہ نمونہ کا درجہ حرارت پانی کے درجہ حرارت سے زیادہ تبدیل ہوا تھا۔|آخری درجہ حرارت اوسط ابتدائی درجہ حرارت سے کم ہے؛ اس لیے توازن کا مستقل 1 سے کم ہونا چاہیے۔|نمونے کا درجہ حرارت پانی کے درجہ حرارت سے زیادہ تبدیل ہوا؛ اس لیے نمونے کی حرارت کی گنجائش پانی کی حرارت کی گنجائش سے زیادہ ہونی چاہیے۔|اگرچہ نمونہ کا درجہ حرارت پانی کے درجہ حرارت سے زیادہ تبدیل ہوا، نمونہ نے حرارت کی توانائی کی اتنی ہی مقدار کھو دی جتنی پانی نے توانائی کے تحفظ کے قانون کی تعمیل کرنے کے لیے حاصل کی تھی۔,high_school_chemistry,3
مندرجہ ذیل میں سے کس کو تبدیل کرنے سے توازن مستقل کی عددی قدر بدل جائے گی؟,ری ایکٹنٹس کا دباؤ|مصنوعات کا دباؤ|درجہ حرارت|موجود کیمیکلز کا کل ماس,high_school_chemistry,2
ڈائیٹومک گیسوں کے لیے درجہ حرارت اور اینٹروپی کے درمیان عمومی تعلق کیا ہے؟,وہ ایک دوسرے سے مکمل طور پر آزاد ہیں۔ اینٹروپی پر درجہ حرارت کا کوئی اثر نہیں ہوتا ہے۔|ایک براہ راست تعلق ہے، کیونکہ اعلی درجہ حرارت پر توانائی کے پھیلاؤ میں اضافہ ہوتا ہے۔|ایک الٹا تعلق ہے، کیونکہ زیادہ درجہ حرارت پر مادوں کے گیسی حالت میں ہونے کا امکان زیادہ ہوتا ہے۔|یہ مخصوص گیس اور انفرادی مالیکیولز کے درمیان بین سالماتی قوتوں کی طاقت پر منحصر ہے۔,high_school_chemistry,1
نائٹروجن کی برقی منفی قدر فاسفورس اور آکسیجن کے درمیان ہے۔ مندرجہ ذیل میں سے کون صحیح طریقے سے تین اقدار کے درمیان تعلق کو بیان کرتا ہے؟,نائٹروجن کی قدر فاسفورس سے کم ہے کیونکہ نائٹروجن بڑا ہے، لیکن آکسیجن سے زیادہ ہے کیونکہ نائٹروجن میں زیادہ موثر ایٹمی چارج ہوتا ہے۔|نائٹروجن کی قدر فاسفورس سے کم ہے کیونکہ نائٹروجن میں کم پروٹون ہوتے ہیں لیکن آکسیجن سے زیادہ ہوتے ہیں کیونکہ نائٹروجن میں کم والینس الیکٹران ہوتے ہیں۔|نائٹروجن کی قدر فاسفورس سے زیادہ ہے کیونکہ نائٹروجن میں کم الیکٹران ہوتے ہیں، لیکن آکسیجن سے کم ہوتے ہیں کیونکہ نائٹروجن چھوٹا ہوتا ہے۔|نائٹروجن کی قدر فاسفورس سے زیادہ ہے کیونکہ نائٹروجن چھوٹی ہے، لیکن آکسیجن سے کم ہے کیونکہ نائٹروجن میں ایک چھوٹا موثر ایٹمی چارج ہوتا ہے۔,high_school_chemistry,3
ایک محلول میں چار مختلف مرکبات کا مرکب ہوتا ہے: KCl(aq)، Fe(NO3)3(aq)، MgSO4(aq)، اور N2H4(aq)۔ ان مرکبات میں سے کونسا مرکب کشید کے ذریعے الگ کرنا آسان ہوگا؟,KCl(aq)|Fe(NO3)3(aq)|MgSO4 (aq)|N2H4(aq),high_school_chemistry,3
NO2(g) سے N2O4(g) کا dimerization ایک endothermic عمل ہے۔ مندرجہ ذیل میں سے کون، Le Châtelier کے اصول کے مطابق، رد عمل کے برتن میں N2O4 کی مقدار میں اضافہ کرے گا؟,درجہ حرارت میں کمی|ردعمل برتن کے سائز میں اضافہ|ایک منتخب اتپریرک شامل کرنا|رد عمل کے برتن کو چھوٹا کرنا,high_school_chemistry,3
Cerium(III) سلفیٹ، Ce2(SO4)2، گرم پانی میں سرد پانی کی نسبت کم حل پذیر ہوتا ہے۔ مندرجہ ذیل میں سے کون سے نتائج اس سے متعلق ہو سکتے ہیں؟,سیریم (III) سلفیٹ کے محلول کی حرارت خارجی ہے۔|سیریم آئنوں اور سلفیٹ آئنوں کی ہائیڈریشن توانائیاں بہت کم ہیں۔|سیریم (III) سلفیٹ کے حل کی حرارت اینڈوتھرمک ہے۔|حل ایک مثالی حل نہیں ہے۔,high_school_chemistry,0
پانی میں تحلیل ہونے والے سوڈیم ہائیڈرو آکسائیڈ کا وزن فیصد 50 فیصد ہے۔ سوڈیم ہائیڈرو آکسائیڈ کا تل کا حصہ کیا ہے؟,31.00%|0.164|0.311|0.5,high_school_chemistry,2
سب سے بڑے ذیلی ایٹمی ذرہ ہے۔,پروٹون|نیوٹران|الفا ذرہ|بیٹا پارٹیکل,high_school_chemistry,2
0.0025 M HBr کا 50.0 mL نمونہ 0.0023 M KOH کے 50.0 mL کے ساتھ ملایا جاتا ہے۔ نتیجے میں مرکب کا پی ایچ کیا ہے؟,1|4|5|11,high_school_chemistry,1
مندرجہ ذیل میں سے کون سی جیومیٹری ایک ایسے مادہ سے مطابقت رکھتی ہے جس میں پانچ سگما بانڈز اور ایک نان بانڈنگ جوڑا الیکٹران ہے؟,ٹیٹراہیڈرون|مربع پلانر|Octahedron|مربع اہرام,high_school_chemistry,3
کیشن کے بعد رومن ہندسوں کا استعمال کرتے ہوئے مندرجہ ذیل میں سے کس کا نام رکھا جائے؟,CaCl2|CuCl2|AlBr3|K2Cr2O7,high_school_chemistry,1
مندرجہ ذیل میں سے کون سا رشتہ دار بین سالمی کشش قوتوں کا اچھا پیمانہ نہیں ہے؟,فیوژن کی حرارت|ابلتے پوائنٹس|بخارات کا دباؤ|بخارات کی حرارت,high_school_chemistry,0
