question,choices,subject,answer
نیش توازن میں،,سپلائی وکر ڈیمانڈ وکر کو کاٹتا ہے۔|کسی بھی فریق کو اپنی حکمت عملی سے ہٹنے کی ترغیب نہیں ہے۔|معمولی آمدنی کا منحنی خطوط لاگت کے منحنی خطوط کو کاٹتا ہے۔|توازن غیر مستحکم ہے اور ہر فریق حکمت عملی کو تبدیل کرنا چاہے گا۔,high_school_microeconomics,1
مندرجہ ذیل میں سے کون صحیح طریقے سے اس بات کی وضاحت کرتا ہے کہ کامل مقابلے کے تحت قیمت (P) معمولی آمدنی (MR) کے برابر کیوں ہے، اور قیمت (P) اجارہ داری یا نامکمل مسابقت کے تحت معمولی آمدنی سے زیادہ کیوں ہے؟ I. MR = P = کامل مقابلے کے لیے افقی فنکشن پر مطالبہ۔ II P > MR نامکمل مقابلے کے لیے نیچے کی طرف ڈھلوان کے افعال کے طور پر۔ III نامکمل مقابلے کے لیے ڈیمانڈ اور قیمت کو عمودی فنکشن کے طور پر پیش کیا جاتا ہے۔,I، II، اور III۔|I اور II|صرف میں۔|I اور III۔,high_school_microeconomics,1
جب کسی چیز پر ٹیکس لگایا جاتا ہے تو ٹیکس کا بوجھ بنیادی طور پر صارفین پر پڑتا ہے۔,طلب غیر لچکدار ہے اور رسد غیر مستحکم ہے۔|طلب غیر لچکدار ہے اور رسد لچکدار ہے۔|طلب لچکدار ہے اور رسد غیر لچکدار ہے۔|طلب لچکدار ہے اور رسد لچکدار ہے۔,high_school_microeconomics,1
طویل مدتی اوسط لاگت کا وکر,ہمیشہ مختصر مدت کے اوسط لاگت کے وکر سے نیچے ہوتا ہے۔|ہمیشہ مختصر مدت کے اوسط لاگت کے وکر سے اوپر ہوتا ہے۔|ہمیشہ مختصر مدت کی اوسط لاگت کے منحنی خطوط کو کم از کم شارٹ رن اوسط لاگت پر کاٹتا ہے۔|قلیل مدتی اوسط لاگت سے کم ہے سوائے ایک نقطہ کے,high_school_microeconomics,3
مندرجہ ذیل میں سے کون سی کنکڈ ڈیمانڈ کریو کی خصوصیت نہیں ہے؟,معمولی اخراجات کی ایک حد جس پر MR = MC۔|پی < ایم سی۔|حریفوں کا باہمی انحصار۔|کنک پر قیمتوں کا تعین.,high_school_microeconomics,1
معاشیات ایک سماجی سائنس ہے جو کہ,بنیادی طور پر رقم سے متعلق ہے۔|بنیادی طور پر اس بات سے متعلق ہے کہ وسائل کیسے استعمال کیے جاتے ہیں۔|تجزیہ کے لیے مکمل طور پر سائنسی طریقہ پر انحصار کرتا ہے۔|بنیادی طور پر روحانی بہبود کو زیادہ سے زیادہ کرنے سے متعلق ہے۔,high_school_microeconomics,1
مندرجہ ذیل میں سے کون سا سچ ہے؟,TC = (AVC + AFC)Q|TFC = TC آؤٹ پٹ کی تمام سطحوں پر۔|AVC + AFC = TC۔|MC = TC - TFC۔,high_school_microeconomics,0
ایک مونوپسونسٹ کی شناخت درج ذیل میں سے کسی ایک سے ہوتی ہے۔,اجرت کی ادائیگی محنت کی معمولی آمدنی کی پیداوار سے کم ہے۔|ملازمت کی سطح مسابقتی لیبر مارکیٹ سے زیادہ۔|مسابقتی لیبر مارکیٹ سے زیادہ اجرت کی ادائیگی۔|لیبر سروسز کا ایک ہی فروخت کنندہ۔,high_school_microeconomics,0
اگر ایک مال (A) کی قیمت بڑھ جاتی ہے اور دوسری اچھی (B) کی طلب کی مقدار بڑھ جاتی ہے، تو دو سامان ہیں,متبادل سامان.|سامان کی تکمیل.|چھوٹی موٹی چیزیں۔|عام سامان.,high_school_microeconomics,0
مکمل طور پر مسابقتی صنعت میں فرم کے لیے درج ذیل میں سے کون سا بیان درست ہے؟,کل آمدنی بڑھ جاتی ہے اور پھر کم ہوتی ہے۔|معمولی آمدنی کم ہو رہی ہے۔|اوسط آمدنی شروع میں منفی ہوتی ہے اور پھر مثبت ہو جاتی ہے۔|اوسط آمدنی معمولی آمدنی کے برابر ہے۔,high_school_microeconomics,3
ایک بالکل مسابقتی آجر اس مقام تک مزدوروں کی خدمات حاصل کرتا ہے۔,اجرت = معمولی فیکٹر لاگت۔|اجرت = محنت کی معمولی پیداوار۔|اجرت = معمولی آمدنی۔|اجرت = محنت کی معمولی آمدنی کی پیداوار۔,high_school_microeconomics,3
اجارہ داری کے لیے اپنی مصنوعات کی زیادہ یونٹس فروخت کرنے کے لیے اس کی قیمت کم کرنے کی ضرورت اس کی وجہ بتاتی ہے۔,عوامی سہولیات میں اجارہ داری عام ہے۔|معمولی آمدنی کا وکر اجارہ داری کے لیے ڈیمانڈ وکر سے نیچے ہے۔|ایک اجارہ داری کی ڈھلوان کے لیے معمولی لاگت کا وکر اوپر کی طرف|اجارہ داریاں مارکیٹ کی طاقت کو برقرار رکھنے کے قابل ہیں۔,high_school_microeconomics,1
فرض کریں کہ کافی کے لیے مارکیٹ میں ایک پرائس فلور نصب ہے۔ اس پالیسی کا ایک نتیجہ ہوگا۔,کافی بنانے والی مشینوں کی مانگ میں کمی۔|مارکیٹ میں کافی کی مسلسل قلت۔|کافی کی قیمتوں میں کمی کی وجہ سے صارفین کے سرپلس میں اضافہ۔|کافی کی مانگ میں اضافہ۔,high_school_microeconomics,0
فاسٹ فوڈ ورکرز کے لیے مارکیٹ میں کم از کم اجرت پیدا ہونے کا امکان ہے۔,فاسٹ فوڈ ورکرز کی مانگ میں اضافہ۔|فاسٹ فوڈ کارکنوں کی فراہمی میں کمی۔|فاسٹ فوڈ ورکرز کی کمی۔|فاسٹ فوڈ ورکرز کا ایک فاضل۔,high_school_microeconomics,3
مختصر مدت میں بالکل مسابقتی فرم کے لیے مندرجہ ذیل میں سے کون سا سچ ہے؟,فرم عام منافع کماتی ہے۔|اگر قیمت اوسط کل لاگت سے کم ہو جائے تو فرم بند ہو جاتی ہے۔|فرم مثبت معاشی منافع کماتی ہے۔|فرم مثبت، منفی، یا عام منافع کما سکتی ہے۔,high_school_microeconomics,3
کافی کے لیے ایک مسابقتی مارکیٹ، ایک عام اچھی، اس وقت توازن میں ہے۔ مندرجہ ذیل میں سے کون سا کافی کی طلب میں اضافے کا سب سے زیادہ امکان ہے؟,صارفین کی آمدنی میں کمی۔|چائے کی قیمت بڑھ جاتی ہے۔|کافی کے باغات کے کارکنوں کی اجرت گر جاتی ہے۔|کافی پھلیاں کی کٹائی میں ٹیکنالوجی بہتر ہوتی ہے۔,high_school_microeconomics,1
جب کوئی فرم کسی اچھی چیز کی پیداوار سے عام منافع کما رہی ہو، تو یہ سچ ہے۔,پیداوار سے کل آمدنی واضح اخراجات کے برابر ہے۔|واضح اخراجات مضمر اخراجات کے برابر ہیں۔|پیداوار سے کل آمدنی مضمر اخراجات کے برابر ہے۔|پیداوار سے حاصل ہونے والی کل آمدنی واضح اور مضمر اخراجات کے مجموعے کے برابر ہے۔,high_school_microeconomics,3
اگر کوئی کاروبار اپنی آمدنی میں اضافہ کرنا چاہتا ہے اور اسے معلوم ہے کہ اس کی مصنوعات کی مانگ قیمت کی لچک 0.78 کے برابر ہے، تو اسے چاہیے کہ,قیمت کم کریں کیونکہ مانگ لچکدار ہے۔|قیمت کم کریں کیونکہ مانگ یونٹ لچکدار ہے۔|قیمت کم کریں کیونکہ طلب غیر مستحکم ہے۔|قیمت میں اضافہ کریں کیونکہ طلب غیر مستحکم ہے۔,high_school_microeconomics,3
مندرجہ ذیل میں سے کون سا اجارہ داری مقابلہ کی خصوصیت ہے؟,پی > ایم سی۔|کارکردگی۔|زیادہ تر قیمت کا مقابلہ۔|پی = ایم آر,high_school_microeconomics,0
پسماندہ موڑنے والا سپلائی وکر مندرجہ ذیل میں سے کس کی خصوصیت رکھتا ہے؟,جیسے جیسے اجرت کی شرح میں اضافہ ہوتا ہے، ہر اجرت کی شرح میں اضافے پر فراہم کی جانے والی مزدوری کی مقدار میں اضافہ ہوتا رہتا ہے۔|مزدوری اور تفریحی تجارت مزید ملازمتوں کی فراہمی، یا متبادل اثر کے حق میں ہے۔|لیبر لیزر ٹریڈ آف زیادہ اجرت کی شرح پر آمدنی کے اثر یا زیادہ فرصت کے حق میں ہے۔|پسماندہ موڑنے والے حصے میں ناتجربہ کار، کم آمدنی والے، کم عمر کارکن۔,high_school_microeconomics,2
مندرجہ ذیل میں سے کون سا سامان سب سے بڑی کل افادیت اور سب سے چھوٹی معمولی افادیت فراہم کرنے کا امکان ہے؟,پلاسٹک|آٹوموبائل|کمپیوٹرز|ہوا,high_school_microeconomics,3
Lorenz Curve مندرجہ ذیل میں سے کس کی پیمائش کرنے کے لیے استعمال کیا جاتا ہے:,مختلف ممالک میں دولت اور آمدنی کا تناسب۔|مختلف ممالک میں سرکاری سامان اور نجی سامان کا تناسب۔|مختلف ممالک میں آمدنی میں مساوات اور آمدنی میں عدم مساوات کا تناسب۔|محنت کش غریب اور غیر کام کرنے والے غریبوں کا تناسب۔,high_school_microeconomics,2
مندرجہ ذیل میں سے کون سی مثالوں کے نتیجے میں صارفین ایک پروڈیوسر پر ڈالے جانے والے ایکسائز ٹیکس کے سب سے بڑے بوجھ کی ادائیگی کریں گے؟,اگر ڈیمانڈ وکر قیمت لچکدار ہے اور سپلائی وکر قیمت غیر لچکدار ہے۔|اگر ڈیمانڈ وکر قیمت لچکدار ہے اور سپلائی وکر بالکل لچکدار ہے۔|اگر ڈیمانڈ وکر قیمت غیر لچکدار ہے اور سپلائی وکر قیمت لچکدار ہے۔|اگر طلب کا منحنی خطوط بالکل غیر لچکدار ہے اور فراہمی کا منحنی قیمت لچکدار ہے۔,high_school_microeconomics,3
مندرجہ ذیل میں سے کون سا آئس کریم کونز کی مانگ میں اضافے کا سبب بن سکتا ہے؟,آئس کریم کونز کی قیمتوں میں کمی|آئس کریم کی قیمت میں کمی، آئس کریم کونز کے لیے ایک اضافی فائدہ|آئس کریم کی قیمت میں اضافہ، آئس کریم کونز کے لیے ایک اضافی فائدہ|لالی پاپس کی قیمت میں کمی، آئس کریم کا قریبی متبادل,high_school_microeconomics,1
مائیکرو اکنامکس کا بنیادی فوکس ہے۔,خاندان اور وہ کیسے پیسہ کماتے ہیں۔|فرمیں اور وہ کیسے منافع کماتے ہیں۔|مجموعی معیشت کے اندر انفرادی اکائیاں۔|حکومت,high_school_microeconomics,2
کسی فرم کے لیے قیمت کے امتیاز کو کامیابی کے ساتھ انجام دینے کے لیے، درج ذیل میں سے کن شرائط کا ہونا ضروری ہے؟ I. فرم نیچے کی طرف ڈھلوان مانگ وکر کا سامنا نہیں کر سکتی۔ II فرم کے پاس مارکیٹ کی طاقت ہونی چاہیے۔ III مختلف مانگ کی لچک کے ساتھ خریداروں کو الگ کیا جا سکتا ہے۔ چہارم فرم کے پاس زیادہ سے زیادہ منافع کے محرکات ہونے چاہئیں۔ V. فرم کو اپنی مصنوعات کی دوبارہ فروخت کو روکنے کے قابل ہونا چاہیے۔,صرف I، III، اور V|صرف III اور IV|صرف I اور IV|صرف II، III، اور V,high_school_microeconomics,3
مندرجہ ذیل میں سے کون سا معاشی کرایہ کی مثال ہے؟,ایک سپر اسٹار باسکٹ بال کھلاڑی کی $50 ملین کی کمائی۔|سماجی تحفظ کی ریٹائرمنٹ آمدنی۔|سماجی خدمات سے فلاحی ادائیگی۔|والدین یا سرپرست کی طرف سے کالج کے طالب علم کو چیک۔,high_school_microeconomics,0
منفی خارجیت کی موجودگی کے ساتھ، مندرجہ ذیل میں سے کون خارجیت کو اندرونی (یا درست) کرے گا؟,ایک سرکاری سبسڈی۔|ایک سرکاری ٹیکس۔|کم قیمت۔|پیداوار کی ایک اعلی سطح.,high_school_microeconomics,1
مندرجہ ذیل میں سے کون سا اجارہ داری کی خصوصیت ہے؟,صنعت میں واحد فرم۔|معمولی آمدنی کے برابر قیمت۔|بالکل لچکدار مطالبہ وکر.|داخلے میں کمزور رکاوٹیں۔,high_school_microeconomics,0
ایک اجارہ داری جس میں سیدھی، نیچے کی طرف ڈھلوان مانگ وکر ہے اس میں آمدنی کا ایک معمولی وکر ہوتا ہے جو کہ,اوپر کی طرف ڈھلوان|ڈیمانڈ وکر اور عمودی محور کے درمیان آدھا راستہ|شروع میں نیچے کی طرف ڈھلوان اور پھر اوپر کی طرف ڈھلوان|ڈیمانڈ وکر کے متوازی,high_school_microeconomics,1
قیمت کی منزل کا نتیجہ ہے۔,اچھی چیزوں کی مستقل کمی۔|مجموعی فلاح و بہبود میں اضافہ۔|اچھائی کا مستقل فاضل۔|مردہ وزن میں کمی کا خاتمہ.,high_school_microeconomics,2
مندرجہ ذیل میں سے کون ان طریقوں میں شامل نہیں ہے جو یونین اجرتوں میں اضافے کے لیے استعمال کرتی ہیں؟,اجرت کی منزل حاصل کرنے کے لیے مذاکرات|پابندی والی رکنیت کی پالیسیاں|متبادل وسائل کی قیمتوں کو کم کرنے کی کوشش|فیدر بیڈنگ یا میک ورک کے اصول,high_school_microeconomics,2
مندرجہ ذیل میں سے کون سا کامل مقابلہ کی خصوصیت ہے؟,فرمیں یکساں مصنوعات تیار کرتی ہیں۔|داخلے میں رکاوٹیں ہیں۔|فرمیں قیمتوں کا تعین کرنے والے منافع کو بڑھانے والی ہیں۔|حکومت قیمت کو ریگولیٹ کرتی ہے تاکہ ڈیڈ ویٹ کم ہو جائے۔,high_school_microeconomics,0
